COUNTY|MUNICIPALITY|W/P|CG|SS|SR|CC|D|G|R|U|AL|L|S|TOTAL|
KEN|CHELSEA|1-1|1|14|88|1|575|97|607|790|0|1|0|2070|
KEN|CHINA|1-1|1|15|79|1|757|64|977|1130|0|0|0|2928|
KEN|CLINTON|1-1|2|16|106|3|599|104|729|919|0|0|1|2352|
KEN|FARMINGDALE|1-1|1|14|83|2|765|89|737|830|0|0|0|2421|
KEN|FAYETTE|1-1|2|17|76|2|299|65|261|308|0|0|0|933|
KEN|GARDINER|1-1|2|14|83|2|375|49|309|389|0|0|0|1122|
KEN|GARDINER|2-1|2|14|83|2|387|56|302|418|0|0|0|1163|
KEN|GARDINER|3-1|2|14|83|2|463|58|271|351|0|0|0|1143|
KEN|GARDINER|4-1|2|14|83|2|286|75|320|403|0|0|0|1084|
KEN|HALLOWELL|1-1|1|14|84|2|226|14|99|103|0|0|0|442|
KEN|HALLOWELL|2-1|1|14|84|2|232|12|60|113|0|0|0|417|
KEN|HALLOWELL|3-1|1|14|84|2|280|8|76|114|0|0|0|478|
KEN|HALLOWELL|4-1|1|14|84|2|187|19|71|92|0|0|0|369|
KEN|HALLOWELL|5-1|1|14|84|2|129|14|143|93|0|0|0|379|
KEN|LITCHFIELD|1-1|2|22|82|2|691|153|908|977|0|0|0|2729|
KEN|MANCHESTER|1-1|1|14|84|1|621|105|741|652|0|0|0|2119|
KEN|MONMOUTH|1-1|2|14|81|2|54|14|58|87|0|0|0|213|
KEN|MONMOUTH|1-1|2|14|82|2|790|163|1001|1113|0|0|0|3067|
KEN|MOUNT VERNON|1-1|2|17|76|2|425|81|390|516|0|0|0|1412|
KEN|OAKLAND|1-1|2|15|110|3|376|37|386|545|0|0|0|1344|
KEN|OAKLAND|1-1|2|15|77|3|876|102|1035|1242|0|1|0|3256|
KEN|PITTSTON|1-1|1|14|87|2|579|77|776|752|0|0|0|2184|
KEN|RANDOLPH|1-1|2|14|87|2|445|60|387|442|0|1|0|1335|
KEN|READFIELD|1-1|1|14|81|2|705|107|649|699|0|0|0|2160|
KEN|ROME|1-1|2|3|76|3|251|52|249|343|0|0|0|895|
KEN|SIDNEY|1-1|2|15|77|1|814|133|1265|1064|0|0|0|3276|
KEN|VASSALBORO|1-1|1|15|80|1|924|145|1072|1083|0|0|0|3224|
KEN|VIENNA|1-1|2|17|76|2|175|34|120|190|0|0|0|519|
KEN|WATERVILLE|1-1|1|16|110|3|483|47|300|566|0|0|0|1396|
KEN|WATERVILLE|2-1|1|16|110|3|564|56|264|531|0|0|0|1415|
KEN|WATERVILLE|3-1|1|16|110|3|1767|140|325|1143|0|0|0|3375|
KEN|WATERVILLE|4-1|1|16|109|3|782|72|462|529|0|0|0|1845|
KEN|WATERVILLE|5-1|1|16|109|3|647|55|404|568|0|0|0|1674|
KEN|WATERVILLE|6-1|1|16|109|3|619|69|242|449|0|0|0|1379|
KEN|WATERVILLE|6-1|1|16|110|3|135|13|56|99|0|0|0|303|
KEN|WATERVILLE|7-1|1|16|109|3|561|65|288|647|0|0|0|1561|
KEN|WAYNE|1-1|2|22|76|2|370|28|295|324|0|1|0|1018|
KEN|WEST GARDINER|1-1|2|14|84|2|752|155|974|1006|0|0|0|2887|
KEN|WINDSOR|1-1|1|13|80|1|432|110|694|636|0|0|0|1872|
KEN|WINSLOW|1-1|1|16|78|3|303|41|396|437|0|0|0|1177|
KEN|WINSLOW|2-1|1|16|78|3|390|41|283|415|0|0|0|1129|
KEN|WINSLOW|3-1|1|16|78|3|434|54|256|411|0|0|0|1155|
KEN|WINSLOW|4-1|1|16|78|3|406|50|349|359|0|0|0|1164|
KEN|WINSLOW|5-1|1|16|78|3|324|33|362|412|0|0|0|1131|
KEN|WINTHROP|1-1|1|14|81|2|1520|233|1489|1638|0|2|0|4882|
KNO|APPLETON|1-1|1|12|95|3|324|45|294|341|0|0|0|1004|
KNO|CAMDEN|1-1|1|12|94|3|2168|142|920|1237|0|0|0|4467|
KNO|CUSHING|1-1|1|12|92|2|308|60|356|438|0|0|0|1162|
KNO|FRIENDSHIP|1-1|1|12|91|2|228|55|379|327|0|0|0|989|
KNO|HOPE|1-1|1|12|95|3|406|50|380|357|0|0|0|1193|
KNO|ISLE AU HAUT|1-1|1|12|134|3|58|2|11|23|0|0|0|94|
KNO|MATINICUS ISLE PLT|1-1|1|12|92|3|22|3|25|34|0|0|0|84|
KNO|NORTH HAVEN|1-1|1|12|134|3|192|5|49|106|0|0|0|352|
KNO|OWLS HEAD|1-1|1|12|93|1|406|36|427|460|0|0|0|1329|
KNO|ROCKLAND|1-1|1|12|93|1|1945|201|1256|1778|0|1|0|5181|
KNO|ROCKPORT|1-1|1|12|94|3|1191|80|787|840|0|1|0|2899|
KNO|SAINT GEORGE|1-1|1|12|92|2|799|74|516|702|0|0|0|2091|
KNO|SOUTH THOMASTON|1-1|1|12|92|1|376|59|352|426|0|0|0|1213|
KNO|THOMASTON|1-1|1|12|92|1|695|124|566|652|0|0|0|2037|
KNO|UNION|1-1|1|12|91|2|167|35|240|231|0|0|0|673|
KNO|UNION|1-1|1|12|95|2|266|52|410|315|0|0|0|1043|
KNO|VINALHAVEN|1-1|1|12|134|3|389|44|163|427|0|0|0|1023|
KNO|WARREN|1-1|1|12|95|2|611|124|914|1051|0|0|0|2700|
KNO|WASHINGTON|1-1|1|13|91|2|306|65|379|475|0|1|0|1226|
LIN|ALNA|1-1|1|13|87|3|236|39|165|216|0|0|0|656|
LIN|BOOTHBAY|1-1|1|13|89|1|731|119|851|884|0|0|0|2585|
LIN|BOOTHBAY HARBOR|1-1|1|13|89|1|559|34|598|613|0|0|0|1804|
LIN|BREMEN|1-1|1|13|90|2|259|22|168|212|0|0|0|661|
LIN|BRISTOL|1-1|1|13|90|2|742|52|737|803|0|0|0|2334|
LIN|DAMARISCOTTA|1-1|1|13|90|3|732|84|463|602|0|0|0|1881|
LIN|DRESDEN|1-1|1|23|53|3|409|76|456|544|0|2|0|1487|
LIN|EDGECOMB|1-1|1|13|89|1|359|50|323|388|0|1|0|1121|
LIN|JEFFERSON|1-1|1|13|88|3|536|93|730|712|0|1|0|2072|
LIN|MONHEGAN ISLAND PLT|1-1|1|13|90|2|45|4|8|18|0|0|0|75|
LIN|NEWCASTLE|1-1|1|13|90|3|624|82|356|441|0|0|0|1503|
LIN|NOBLEBORO|1-1|1|13|88|2|209|40|302|251|0|0|0|802|
LIN|NOBLEBORO|1-1|1|13|90|2|254|34|206|219|0|0|0|713|
LIN|SOMERVILLE|1-1|1|13|80|3|103|33|144|165|0|0|0|445|
LIN|SOUTH BRISTOL|1-1|1|13|89|2|230|16|167|233|0|0|0|646|
LIN|SOUTH BRISTOL|1-1|1|13|90|2|39|14|60|80|0|0|0|193|
LIN|SOUTHPORT|1-1|1|13|89|1|166|12|240|140|0|0|0|558|
LIN|WALDOBORO|1-1|1|13|91|2|1032|153|1210|1360|0|0|0|3755|
LIN|WESTPORT ISLAND|1-1|1|13|89|1|179|30|215|224|0|0|0|648|
LIN|WHITEFIELD|1-1|1|13|88|3|527|84|547|606|0|0|0|1764|
LIN|WISCASSET|1-1|1|13|87|1|753|109|988|1108|0|0|0|2958|
OXF|ALBANY TWP|1-1|2|18|117|1|97|19|117|137|0|0|0|370|
OXF|ANDOVER|1-1|2|18|117|2|131|33|191|306|0|0|0|661|
OXF|BETHEL|1-1|2|18|117|2|614|45|613|1067|0|2|0|2341|
OXF|BROWNFIELD|1-1|2|19|70|1|295|76|308|485|0|0|0|1164|
OXF|BUCKFIELD|1-1|2|18|73|3|254|10|397|775|1|0|0|1437|
OXF|BYRON|1-1|2|18|117|2|40|10|32|39|0|0|0|121|
OXF|CANTON|1-1|2|18|116|2|224|49|253|309|0|0|0|835|
OXF|DENMARK|1-1|2|19|69|1|242|26|326|403|0|0|0|997|
OXF|DIXFIELD|1-1|2|18|116|2|415|149|411|699|0|1|0|1675|
OXF|FRYEBURG|1-1|2|19|70|1|760|160|818|1171|0|0|0|2909|
OXF|GILEAD|1-1|2|18|117|2|36|3|42|72|0|0|0|153|
OXF|GREENWOOD|1-1|2|18|117|1|171|39|163|285|0|0|0|658|
OXF|HANOVER|1-1|2|18|117|2|61|5|99|96|0|0|0|261|
OXF|HARTFORD|1-1|2|18|116|3|210|61|277|411|0|0|0|959|
OXF|HEBRON|1-1|2|18|73|3|240|68|288|350|0|3|0|949|
OXF|HIRAM|1-1|2|19|70|1|274|37|329|468|0|0|0|1108|
OXF|LINCOLN PLT|1-1|2|18|117|2|4|5|18|10|0|1|0|38|
OXF|LOVELL|1-1|2|18|117|1|21|5|29|37|0|0|0|92|
OXF|LOVELL|1-1|2|18|70|1|276|37|249|381|0|0|0|943|
OXF|MAGALLOWAY PLT|1-1|2|18|117|2|3|0|13|16|0|0|0|32|
OXF|MEXICO|1-1|2|18|116|2|678|73|308|776|0|0|0|1835|
OXF|NEWRY|1-1|2|18|117|2|86|12|120|111|0|0|0|329|
OXF|NORWAY|1-1|2|19|71|1|1133|197|1157|1561|0|0|0|4048|
OXF|OTISFIELD|1-1|2|19|72|3|361|88|446|540|0|1|0|1436|
OXF|OXFORD|1-1|2|19|72|3|708|161|1059|1335|0|0|0|3263|
OXF|PARIS|1-1|2|19|73|3|976|212|1119|1487|0|2|0|3796|
OXF|PERU|1-1|2|18|116|2|342|65|294|575|0|0|0|1276|
OXF|PORTER|1-1|2|19|70|1|238|47|348|436|0|0|0|1069|
OXF|ROXBURY|1-1|2|18|115|2|110|16|82|109|0|0|0|317|
OXF|RUMFORD|1-1|2|18|115|2|1549|183|841|1716|0|0|0|4289|
OXF|STONEHAM|1-1|2|18|117|1|63|7|58|96|0|0|0|224|
OXF|STOW|1-1|2|18|117|1|80|18|80|94|0|0|0|272|
OXF|SUMNER|1-1|2|18|115|3|158|49|204|291|0|0|0|702|
OXF|SWEDEN|1-1|2|18|71|1|77|21|92|129|0|0|0|319|
OXF|UPTON|1-1|2|18|117|2|15|5|30|33|0|0|0|83|
OXF|WATERFORD|1-1|2|18|71|1|296|48|390|375|0|0|0|1109|
OXF|WEST PARIS|1-1|2|18|71|3|314|30|370|582|0|0|0|1296|
OXF|WOODSTOCK|1-1|2|18|115|3|281|78|314|446|0|0|0|1119|
PEN|ALTON|1-1|2|4|121|3|187|31|212|248|0|0|0|678|
PEN|BANGOR|1-1|2|9|124|1|1829|176|1446|1959|0|1|0|5411|
PEN|BANGOR|1-1|2|9|125|1|2105|214|1564|2060|0|3|0|5946|
PEN|BANGOR|1-1|2|9|126|1|1680|176|1357|2029|0|0|0|5242|
PEN|BANGOR|1-1|2|9|127|1|2243|203|1465|2166|0|0|0|6077|
PEN|BRADFORD|1-1|2|4|137|3|170|58|301|336|0|0|0|865|
PEN|BRADLEY|1-1|2|8|137|3|438|72|308|359|0|0|0|1177|
PEN|BREWER|1-1|2|8|128|1|2012|290|2370|2145|0|0|0|6817|
PEN|BREWER|1-1|2|8|129|1|128|19|195|153|0|0|0|495|
PEN|BURLINGTON|1-1|2|8|141|3|56|10|87|124|0|0|0|277|
PEN|CARMEL|1-1|2|10|103|2|411|85|791|810|0|0|0|2097|
PEN|CARROLL PLT|1-1|2|2|141|3|13|8|49|44|0|0|0|114|
PEN|CHARLESTON|1-1|2|4|104|2|149|37|426|320|0|0|0|932|
PEN|CHESTER|1-1|2|5|141|3|105|31|209|149|0|0|0|494|
PEN|CLIFTON|1-1|2|8|129|1|176|31|263|331|0|0|0|801|
PEN|CORINNA|1-1|2|10|100|2|315|86|642|522|0|0|0|1565|
PEN|CORINTH|1-1|2|10|121|2|359|59|897|692|0|0|0|2007|
PEN|DEXTER|1-1|2|4|104|2|613|180|870|774|0|1|0|2438|
PEN|DIXMONT|1-1|2|10|100|2|253|26|325|268|0|0|0|872|
PEN|DREW PLT|1-1|2|2|141|3|11|4|12|6|0|0|0|33|
PEN|EAST MILLINOCKET|1-1|2|5|143|3|505|52|383|310|0|0|0|1250|
PEN|EDDINGTON|1-1|2|8|129|1|392|92|624|563|0|0|0|1671|
PEN|EDINBURG|1-1|2|5|137|3|52|4|38|48|0|0|0|142|
PEN|ENFIELD|1-1|2|5|142|3|372|34|374|431|0|0|0|1211|
PEN|ETNA|1-1|2|10|100|2|179|25|253|217|0|0|0|674|
PEN|ETNA|1-1|2|10|103|2|51|10|91|66|0|0|0|218|
PEN|EXETER|1-1|2|10|104|2|173|13|274|263|0|0|0|723|
PEN|GARLAND|1-1|2|4|104|2|167|40|276|309|0|0|0|792|
PEN|GLENBURN|1-1|2|10|102|2|832|120|1212|1152|0|0|0|3316|
PEN|GREENBUSH|1-1|2|5|137|3|244|57|337|446|0|0|0|1084|
PEN|HAMPDEN|1-1|2|10|101|2|447|46|448|486|0|1|0|1428|
PEN|HAMPDEN|2-1|2|10|101|2|423|53|533|467|0|0|0|1476|
PEN|HAMPDEN|3-1|2|10|101|2|374|47|547|450|0|0|0|1418|
PEN|HAMPDEN|4-1|2|10|101|2|349|44|611|509|0|0|0|1513|
PEN|HERMON|1-1|2|9|103|2|1043|167|1871|1538|0|0|0|4619|
PEN|HOLDEN|1-1|2|8|129|1|647|139|1069|794|0|0|0|2649|
PEN|HOWLAND|1-1|2|5|142|3|315|33|279|233|0|0|0|860|
PEN|HUDSON|1-1|2|10|121|2|239|42|374|447|0|1|0|1103|
PEN|KENDUSKEAG|1-1|2|10|102|2|238|42|340|409|0|0|0|1029|
PEN|KINGMAN TWP|1-1|2|2|141|3|37|9|30|29|0|0|0|105|
PEN|LAGRANGE|1-1|2|4|137|3|112|29|138|218|0|0|0|497|
PEN|LAKEVILLE|1-1|2|2|141|3|19|6|36|35|0|0|0|96|
PEN|LEE|1-1|2|2|141|3|140|24|277|232|0|0|0|673|
PEN|LEVANT|1-1|2|10|102|2|400|80|836|664|0|0|0|1980|
PEN|LINCOLN|1-1|2|8|142|3|811|124|1175|1108|0|1|0|3219|
PEN|LOWELL|1-1|2|8|141|3|85|24|123|97|0|0|0|329|
PEN|MATTAWAMKEAG|1-1|2|5|141|3|168|22|137|219|0|0|0|546|
PEN|MAXFIELD|1-1|2|5|142|3|16|2|30|25|0|0|0|73|
PEN|MEDWAY|1-1|2|5|143|3|289|34|339|337|0|0|0|999|
PEN|MILFORD|1-1|2|5|121|3|881|125|625|961|0|0|0|2592|
PEN|MILLINOCKET|1-1|2|5|143|3|1141|86|791|1148|0|0|0|3166|
PEN|MILLINOCKET|1-2|2|5|143|3|93|4|76|120|0|0|0|293|
PEN|MOUNT CHASE|1-1|2|2|145|3|29|2|69|61|0|0|0|161|
PEN|NEWBURGH|1-1|2|10|101|2|276|59|389|505|0|0|0|1229|
PEN|NEWPORT|1-1|2|10|100|2|564|49|918|764|0|0|0|2295|
PEN|OLD TOWN|1-1|2|5|122|3|2184|255|1322|2229|0|3|0|5993|
PEN|OLD TOWN|5-1|2|5|122|3|25|2|24|44|0|2|0|97|
PEN|ORONO|1-1|2|5|123|3|1556|227|696|1433|0|0|0|3912|
PEN|ORONO|1-2|2|5|123|3|1155|240|642|1790|0|0|0|3827|
PEN|ORONO|1-3|2|5|123|3|787|64|346|467|0|0|0|1664|
PEN|ORONO|1-3|2|5|124|3|450|43|306|376|0|0|0|1175|
PEN|ORRINGTON|1-1|2|8|130|2|735|153|1224|991|0|0|0|3103|
PEN|PASSADUMKEAG|1-1|2|5|137|3|91|12|102|92|0|0|0|297|
PEN|PATTEN|1-1|2|2|143|3|136|36|248|260|0|0|0|680|
PEN|PENOBSCOT NATION VOTING DISTRICT|1-1|2|5|122|3|211|24|30|135|0|0|0|400|
PEN|PLYMOUTH|1-1|2|10|100|2|187|27|403|416|0|0|0|1033|
PEN|PRENTISS TWP T7 R3 NBPP|1-1|2|2|141|3|28|12|54|31|0|0|0|125|
PEN|SEBOEIS PLT|1-1|2|5|142|3|14|3|15|15|0|0|0|47|
PEN|SPRINGFIELD|1-1|2|2|141|3|40|12|76|95|0|0|0|223|
PEN|STACYVILLE|1-1|2|2|145|3|32|13|97|120|0|0|0|262|
PEN|STETSON|1-1|2|10|104|2|190|53|357|435|0|0|0|1035|
PEN|VEAZIE|1-1|2|5|129|1|509|66|487|506|0|0|0|1568|
PEN|WEBSTER PLT|1-1|2|2|141|3|13|11|20|13|0|0|0|57|
PEN|WINN|1-1|2|2|141|3|56|6|98|86|0|0|0|246|
PEN|WOODVILLE|1-1|2|5|142|3|47|6|61|60|0|0|0|174|
PIS|ABBOT|1-1|2|4|119|1|92|22|192|158|0|0|0|464|
PIS|ATKINSON|1-1|2|4|120|2|56|15|81|87|0|0|0|239|
PIS|BEAVER COVE|1-1|2|4|119|3|17|8|45|50|0|0|0|120|
PIS|BOWERBANK|1-1|2|4|119|2|30|7|58|38|0|0|0|133|
PIS|BROWNVILLE|1-1|2|4|120|3|274|29|282|422|0|0|0|1007|
PIS|DOVER-FOXCROFT|1-1|2|4|120|2|740|109|1036|913|0|0|0|2798|
PIS|GREENVILLE|1-1|2|4|119|3|376|52|588|609|0|1|0|1626|
PIS|GUILFORD|1-1|2|4|119|1|215|27|322|297|0|0|0|861|
PIS|KINGSBURY PLT|1-1|2|4|118|1|6|1|18|9|0|0|0|34|
PIS|LAKE VIEW PLT|1-1|2|4|120|3|24|2|28|41|0|0|0|95|
PIS|MEDFORD|1-1|2|4|120|2|44|10|70|66|0|0|0|190|
PIS|MILO|1-1|2|4|120|3|542|107|629|641|0|0|0|1919|
PIS|MONSON|1-1|2|4|119|1|136|25|215|193|0|0|0|569|
PIS|PARKMAN|1-1|2|4|119|1|121|22|235|255|0|0|0|633|
PIS|SANGERVILLE|1-1|2|4|119|1|234|50|395|335|0|0|0|1014|
PIS|SEBEC|1-1|2|4|119|2|95|26|220|165|0|0|0|506|
PIS|SHIRLEY|1-1|2|4|119|1|39|7|67|70|0|0|0|183|
PIS|WELLINGTON|1-1|2|4|118|1|60|14|38|58|0|0|0|170|
PIS|WILLIMANTIC|1-1|2|4|119|1|19|6|58|42|0|0|0|125|
SAG|ARROWSIC|1-1|1|23|53|3|213|15|78|109|0|0|0|415|
SAG|BATH|1-1|1|23|52|2|412|40|217|313|0|0|0|982|
SAG|BATH|2-1|1|23|52|2|390|50|234|370|0|0|0|1044|
SAG|BATH|3-1|1|23|52|2|349|52|210|375|0|0|0|986|
SAG|BATH|4-1|1|23|52|2|369|28|178|231|0|0|0|806|
SAG|BATH|5-1|1|23|52|2|436|46|226|395|0|0|0|1103|
SAG|BATH|6-1|1|23|52|2|367|31|167|376|0|0|0|941|
SAG|BATH|7-1|1|23|52|2|444|37|281|351|0|3|0|1116|
SAG|BOWDOIN|1-1|1|23|55|1|564|103|794|1095|0|0|0|2556|
SAG|BOWDOINHAM|1-1|1|23|55|2|796|73|629|925|0|0|0|2423|
SAG|GEORGETOWN|1-1|1|23|53|3|358|26|293|284|0|0|0|961|
SAG|PHIPPSBURG|1-1|1|23|53|3|575|67|620|666|0|1|0|1929|
SAG|RICHMOND|1-1|1|23|53|3|17|7|34|31|0|0|0|89|
SAG|RICHMOND|1-1|1|23|55|3|698|165|734|703|0|2|0|2302|
SAG|TOPSHAM|1-1|1|23|54|1|2515|234|2015|2865|0|1|0|7630|
SAG|WEST BATH|1-1|1|23|51|3|501|70|489|575|0|0|0|1635|
SAG|WOOLWICH|1-1|1|23|53|3|734|135|846|798|0|0|0|2513|
SOM|ANSON|1-1|2|3|112|2|393|80|506|672|0|0|0|1651|
SOM|ATHENS|1-1|2|4|118|5|223|25|205|317|0|0|0|770|
SOM|BINGHAM|1-1|2|3|118|5|200|29|237|302|0|0|0|768|
SOM|BRIGHTON PLT|1-1|2|4|118|5|17|4|14|35|0|0|0|70|
SOM|CAMBRIDGE|1-1|2|4|105|3|56|10|129|136|0|0|0|331|
SOM|CANAAN|1-1|2|3|105|4|414|76|460|473|0|0|0|1423|
SOM|CARATUNK|1-1|2|3|118|5|15|3|27|11|0|0|0|56|
SOM|CORNVILLE|1-1|2|3|118|5|211|37|355|366|0|0|0|969|
SOM|DENNISTOWN PLT|1-1|2|3|118|5|3|2|13|10|0|0|0|28|
SOM|DETROIT|1-1|2|4|106|3|196|83|166|231|0|0|0|676|
SOM|EMBDEN|1-1|2|3|118|5|182|38|260|284|0|0|0|764|
SOM|FAIRFIELD|1-1|2|16|108|1|1307|163|1283|1581|0|0|0|4334|
SOM|HARMONY|1-1|2|4|118|5|192|22|229|271|0|0|0|714|
SOM|HARTLAND|1-1|2|4|105|5|310|58|503|305|0|0|0|1176|
SOM|HIGHLAND PLT|1-1|2|3|118|5|28|16|64|54|0|0|0|162|
SOM|JACKMAN|1-1|2|3|118|5|130|5|243|285|0|0|0|663|
SOM|JACKMAN|1-2|2|3|118|5|13|0|23|34|0|0|0|70|
SOM|MADISON|1-1|2|3|107|2|15|5|20|16|0|0|0|56|
SOM|MADISON|1-1|2|3|111|2|937|124|933|1189|0|0|0|3183|
SOM|MERCER|1-1|2|3|108|2|129|26|166|192|0|0|0|513|
SOM|MOOSE RIVER|1-1|2|3|118|5|14|4|77|50|0|0|0|145|
SOM|MOSCOW|1-1|2|3|118|5|101|19|115|123|0|0|0|358|
SOM|NEW PORTLAND|1-1|2|3|112|2|158|62|209|235|0|0|0|664|
SOM|NORRIDGEWOCK|1-1|2|3|111|1|708|142|815|780|0|0|0|2445|
SOM|PALMYRA|1-1|2|4|105|3|327|58|591|492|0|0|0|1468|
SOM|PITTSFIELD|1-1|2|3|106|3|174|16|214|268|0|0|0|672|
SOM|PITTSFIELD|1-2|2|3|106|3|211|26|199|254|0|0|0|690|
SOM|PITTSFIELD|1-3|2|3|106|3|245|35|266|286|0|0|0|832|
SOM|PITTSFIELD|1-4|2|3|106|3|183|35|315|297|0|0|0|830|
SOM|PLEASANT RIDGE PLT|1-1|2|3|118|5|12|1|31|29|0|0|0|73|
SOM|RIPLEY|1-1|2|4|105|3|69|17|142|132|0|1|0|361|
SOM|ROCKWOOD STRIP TWP|1-1|2|3|118|5|51|14|115|82|0|0|0|262|
SOM|SAINT ALBANS|1-1|2|4|105|3|289|15|579|513|0|0|0|1396|
SOM|SKOWHEGAN|1-1|2|3|107|4|1954|194|1913|2240|0|0|0|6301|
SOM|SMITHFIELD|1-1|2|3|108|2|188|28|249|266|0|0|0|731|
SOM|SOLON|1-1|2|3|111|5|210|35|221|296|0|0|0|762|
SOM|STARKS|1-1|2|3|112|2|125|22|121|239|0|0|0|507|
SOM|THE FORKS PLT|1-1|2|3|118|5|6|8|17|23|0|0|0|54|
SOM|WEST FORKS PLT|1-1|2|3|118|5|8|2|26|21|0|0|0|57|
WAL|BELFAST|1-1|2|11|97|1|505|32|239|273|0|0|0|1049|
WAL|BELFAST|2-1|2|11|97|1|484|41|190|282|0|0|0|997|
WAL|BELFAST|3-1|2|11|97|1|558|65|224|370|0|0|0|1217|
WAL|BELFAST|4-1|2|11|97|1|431|48|286|390|0|0|0|1155|
WAL|BELFAST|5-1|2|11|97|1|315|43|310|392|0|0|0|1060|
WAL|BELMONT|1-1|2|11|96|1|176|47|249|267|0|0|0|739|
WAL|BROOKS|1-1|2|11|99|3|180|37|294|227|0|0|0|738|
WAL|BURNHAM|1-1|2|11|99|3|187|41|235|445|0|0|0|908|
WAL|FRANKFORT|1-1|2|11|98|2|188|46|238|353|0|0|0|825|
WAL|FREEDOM|1-1|2|11|99|3|159|43|150|218|0|0|0|570|
WAL|ISLESBORO|1-1|2|11|94|1|272|17|68|200|0|0|0|557|
WAL|JACKSON|1-1|2|11|99|2|123|16|129|173|0|0|0|441|
WAL|KNOX|1-1|2|11|99|3|124|29|217|262|0|0|0|632|
WAL|LIBERTY|1-1|2|11|96|3|211|36|233|233|0|0|0|713|
WAL|LINCOLNVILLE|1-1|2|11|96|1|730|118|479|605|0|2|0|1934|
WAL|MONROE|1-1|2|11|99|2|256|60|230|261|0|0|0|807|
WAL|MONTVILLE|1-1|2|11|96|3|247|44|198|298|0|0|0|787|
WAL|MORRILL|1-1|2|11|96|1|151|29|291|227|0|0|0|698|
WAL|NORTHPORT|1-1|2|11|97|1|430|54|390|415|0|0|0|1289|
WAL|PALERMO|1-1|2|11|96|3|285|81|420|381|0|0|0|1167|
WAL|PROSPECT|1-1|2|11|131|2|115|26|162|223|0|0|0|526|
WAL|SEARSMONT|1-1|2|11|96|3|341|49|290|372|0|1|0|1053|
WAL|SEARSPORT|1-1|2|11|98|2|624|109|705|839|0|0|0|2277|
WAL|STOCKTON SPRINGS|1-1|2|11|131|2|400|39|412|524|0|0|0|1375|
WAL|SWANVILLE|1-1|2|11|98|2|284|52|344|542|0|0|0|1222|
WAL|THORNDIKE|1-1|2|11|99|3|162|54|190|230|0|0|0|636|
WAL|TROY|1-1|2|11|99|3|168|61|244|300|0|0|0|773|
WAL|UNITY|1-1|2|11|99|3|468|148|422|665|0|0|0|1703|
WAL|WALDO|1-1|2|11|97|1|163|45|204|225|0|0|0|637|
WAL|WINTERPORT|1-1|2|11|98|2|813|183|1012|1063|0|0|0|3071|
WAS|ADDISON|1-1|2|6|138|3|215|32|341|304|0|0|0|892|
WAS|ALEXANDER|1-1|2|6|141|1|100|13|156|154|0|0|0|423|
WAS|BAILEYVILLE|1-1|2|6|140|1|280|29|285|408|0|0|0|1002|
WAS|BARING PLT|1-1|2|6|140|1|53|8|47|47|0|0|0|155|
WAS|BEALS|1-1|2|6|138|3|125|12|104|105|0|0|0|346|
WAS|BEDDINGTON|1-1|2|6|137|1|7|3|18|21|0|0|0|49|
WAS|BIG LAKE TWP|1-1|2|6|141|1|16|1|33|31|0|0|0|81|
WAS|BROOKTON TWP|1-1|2|6|141|1|34|3|71|46|0|0|0|154|
WAS|CALAIS|1-1|2|6|140|1|506|36|682|945|0|0|0|2169|
WAS|CHARLOTTE|1-1|2|6|140|1|51|9|109|70|0|1|0|240|
WAS|CHERRYFIELD|1-1|2|6|138|3|227|34|352|368|0|0|0|981|
WAS|CODYVILLE PLT|1-1|2|6|141|1|1|0|1|10|0|0|0|12|
WAS|COLUMBIA|1-1|2|6|138|3|55|15|115|126|0|0|0|311|
WAS|COLUMBIA FALLS|1-1|2|6|138|3|110|17|171|166|0|0|0|464|
WAS|COOPER|1-1|2|6|141|1|39|5|68|36|0|0|0|148|
WAS|CRAWFORD|1-1|2|6|141|1|13|0|48|28|0|0|0|89|
WAS|CUTLER|1-1|2|6|139|2|79|14|166|145|0|0|0|404|
WAS|DANFORTH|1-1|2|6|141|1|98|21|158|204|0|0|0|481|
WAS|DEBLOIS|1-1|2|6|137|1|15|1|23|6|0|0|0|45|
WAS|DENNYSVILLE|1-1|2|6|141|2|68|7|78|74|0|0|0|227|
WAS|EAST MACHIAS|1-1|2|6|139|2|233|58|353|308|0|0|0|952|
WAS|EASTPORT|1-1|2|6|139|2|439|35|301|343|0|0|0|1118|
WAS|EDMUNDS TWP|1-1|2|6|141|2|53|6|70|81|0|0|0|210|
WAS|GRAND LAKE STREAM PLT|1-1|2|6|141|1|25|10|50|33|0|0|0|118|
WAS|HARRINGTON|1-1|2|6|138|3|183|33|253|232|0|0|0|701|
WAS|INDIAN TOWNSHIP|1-1|2|6|140|1|300|14|48|151|0|0|0|513|
WAS|JONESBORO|1-1|2|6|138|3|113|13|149|124|0|0|0|399|
WAS|JONESPORT|1-1|2|6|138|3|334|46|305|272|0|0|0|957|
WAS|LUBEC|1-1|2|6|139|2|413|20|262|533|0|0|0|1228|
WAS|MACHIAS|1-1|2|6|139|2|469|60|454|567|0|0|0|1550|
WAS|MACHIASPORT|1-1|2|6|139|3|236|28|247|309|0|0|0|820|
WAS|MARSHFIELD|1-1|2|6|138|1|81|10|177|117|0|0|0|385|
WAS|MEDDYBEMPS|1-1|2|6|141|1|24|10|47|34|0|0|0|115|
